article_code,material,form,thickness_mm,diameter_mm,outer_diameter_mm,inner_diameter_mm,width_mm,length_mm,color,variant,group,unit,item_type,is_remnant,article_name,saw_label
10002693,PET,ümar,,50,,,,1000,natural,,PET,M,1,Ei,PET ümar 50x1000mm natural,PET ümar D50xL1000 natural (10002693)
10002693/1,PET,ümar,,50,,,,1000,natural,,PET,M,1,Jah,PET ümar 50x1000mm natural jäägid(mõõdud märkmetes),PET ümar D50xL1000 natural (10002693/1)
10003753,PET,ümar,,100,,,,1000,natural,,PET,M,1,Ei,PET ümar 100x1000mm natural,PET ümar D100xL1000 natural (10003753)
10003753/1,PET,ümar,,100,,,,1000,natural,,PET,M,1,Jah,PET ümar 100x1000mm natural jäägid(mõõdud märkmetes),PET ümar D100xL1000 natural (10003753/1)
PLASTENAPETÜMAR100,PET,ümar,,100,,,,1000,,,PET,M,1,Ei,PET ?ümar 100x1000mm,PET ümar D100xL1000 (PLASTENAPETÜMAR100)
PLASTENAPETÜMAR110,PET,ümar,,110,,,,1000,,,PET,M,1,Ei,PET ?ümar 110x1000mm,PET ümar D110xL1000 (PLASTENAPETÜMAR110)
10002552,PET,ümar,,120,,,,1000/3000,natural,,PET,M,1,Ei,PET ümar 120x1000/3000mm natural,PET ümar D120xL1000/3000 natural (10002552)
10002552/1,PET,ümar,,120,,,,1000/3000,natural,,PET,M,1,Jah,PET ümar 120x1000/3000mm natural jäägid(mõõdud märkmetes),PET ümar D120xL1000/3000 natural (10002552/1)
10002193,PET,ümar,,130,,,,1000/3000,natural,,PET,M,1,Ei,PET ümar 130x1000/3000mm natural,PET ümar D130xL1000/3000 natural (10002193)
10004899,PET,ümar,,180,,,,1000,natural,,PET,M,1,Ei,PET ümar 180x1000mm natural,PET ümar D180xL1000 natural (10004899)
10004899/1,PET,ümar,,180,,,,1000,natural,,PET,M,1,Jah,PET ümar 180x1000mm natural jäägid(mõõdud märkmetes),PET ümar D180xL1000 natural (10004899/1)
400461,PET,ümar,,200,,,,1000,,,PET,M,1,Ei,PET ?ümar 200x1000mm,PET ümar D200xL1000 (400461)
PLASTENAPETÜMAR200,PET,ümar,,200,,,,1000,,,PET,M,1,Ei,PET ?ümar 200x1000mm,PET ümar D200xL1000 (PLASTENAPETÜMAR200)
10001055,PMMA,leht,1.5,,,,2050,3050,,,PMMA,M2,1,Ei,"PMMA 1,5x2050x3050mm XT",PMMA leht 1.5x2050x3050 (10001055)
10010181,PMMA,leht,1.9,,,,2050,3050,,,PMMA,M2,1,Ei,"PMMA 1,9x2050x3050mm XT",PMMA leht 1.9x2050x3050 (10010181)
10001041,PMMA,leht,2,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 02x2050x3050mm XT,PMMA leht 2x2050x3050 (10001041)
10001201,PMMA,leht,2,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 02x2050x3050 mm XT opaal 35% WN070,PMMA leht 2x2050x3050 (10001201)
10002971,PMMA,leht,2,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 02x2050x3050 mm XT opaal 55% WN770,PMMA leht 2x2050x3050 (10002971)
10000488,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT,PMMA leht 3x2050x3050 (10000488)
10001048,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT opaal 30% WN071,PMMA leht 3x2050x3050 (10001048)
10001051,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT opaal 78% WN670,PMMA leht 3x2050x3050 (10001051)
10001054,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT opaal 23% WN970,PMMA leht 3x2050x3050 (10001054)
10001204,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT opaal 45% WN770,PMMA leht 3x2050x3050 (10001204)
10001369,PMMA,leht,3,,,,2050,3050,,,POM,M2,1,Ei,PMMA XT WN670 3mm valge78% 2050x3050mm,PMMA leht 3x2050x3050 (10001369)
10001722,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT opaal 3% WN297,PMMA leht 3x2050x3050 (10001722)
10001723,PMMA,leht,3,,,,2050,3050,sinine,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT sinine 5% 5N870,PMMA leht 3x2050x3050 sinine (10001723)
10001724,PMMA,leht,3,,,,2050,3050,roheline,,PMMA,M2,1,Ei,PMMA 3x2050x3050mm GS roheline 12% 6H02,PMMA leht 3x2050x3050 roheline (10001724)
10001725,PMMA,leht,3,,,,2050,3050,kollane,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT kollane 22% 1N870,PMMA leht 3x2050x3050 kollane (10001725)
10001726,PMMA,leht,3,,,,2050,3050,punane,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT punane 2% 3N570,PMMA leht 3x2050x3050 punane (10001726)
10001930,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT 0A000 R,PMMA leht 3x2050x3050 (10001930)
10002061,PMMA,leht,3,,,,2050,3050,sinine,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT sinine 7% 5N370,PMMA leht 3x2050x3050 sinine (10002061)
10002062,PMMA,leht,3,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT must 0% 9N870,PMMA leht 3x2050x3050 must (10002062)
10002562,PMMA,leht,3,,,,2030,3050,kollane,,PMMA,M2,1,Ei,PMMA 03x2030x3050mm GS kollane 1C33,PMMA leht 3x2030x3050 kollane (10002562)
10002682,PMMA,leht,3,,,,2030,3050,sinine,,PMMA,M2,1,Ei,PMMA 03x2030x3050mm GS sinine 5% 5C01,PMMA leht 3x2030x3050 sinine (10002682)
10002933,PMMA,leht,3,,,,2030,3050,hall,,PMMA,M2,1,Ei,PMMA 03x2030x3050mm GS hall 21% 7C83,PMMA leht 3x2030x3050 hall (10002933)
10002982,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT 0100 hõbe peegel,PMMA leht 3x2050x3050 (10002982)
10004032,PMMA,leht,3,,,,1270,2030,must,,PMMA,M2,1,Ei,PMMA 03x1270x2030mm Perspex 5YY9 kuldne/must effects grav.,PMMA leht 3x1270x2030 must (10004032)
10006450,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm XT 0145 pronks peegel,PMMA leht 3x2050x3050 (10006450)
10006453,PMMA,leht,3,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 03x2030x3050mm GS 7C22 pronks 56%,PMMA leht 3x2030x3050 (10006453)
10011007,PMMA,leht,3,,,,2030,3050,pruun,,PMMA,M2,1,Ei,PMMA 03x2030x3050mm XT 8A 570 pruun 14%,PMMA leht 3x2030x3050 pruun (10011007)
10013055,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm GS opaal 31% WH72  LED,PMMA leht 3x2050x3050 (10013055)
10013269,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 03x2050x3050mm GS KI 0F00,PMMA leht 3x2050x3050 (10013269)
400642,PMMA,leht,3,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht HC kirgas 03x2050x3050 mm 0A570 kriimust.kindel Optical,PMMA leht 3x2050x3050 kirgas (400642)
400675,PMMA,leht,3,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA leht XT 9N870 3mm 2050x3050 mm must,PMMA leht 3x2050x3050 must (400675)
PMMA3VA,PMMA,leht,3,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA leht XT WN297 3mm valge3%2050x3050mm,PMMA leht 3x2050x3050 (PMMA3VA)
10001043,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 04x2050x3050mm XT,PMMA leht 4x2050x3050 (10001043)
10001049,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 04x2050x3050mm XT opaal 26% WN071,PMMA leht 4x2050x3050 (10001049)
10001052,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 04x2050x3050mm XT opaal 37% WN770,PMMA leht 4x2050x3050 (10001052)
10001205,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 04x2050x3050mm XT opaal 37% WN770,PMMA leht 4x2050x3050 (10001205)
400075,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA leht XT kirkas 04x2050x3050 mm,PMMA leht 4x2050x3050 (400075)
400689,PMMA,leht,4,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht HC kirgas 04x2050x3050 mm 0A000 kriimust.kindel Optical,PMMA leht 4x2050x3050 kirgas (400689)
OPAAL4,PMMA,leht,4,,,,2050,3050,,,PMMA,M2,1,Ei,"Opaal 4,0x2050x3050mm",PMMA leht 4x2050x3050 (OPAAL4)
PMMA4/0F00,PMMA,leht,4,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA leht 0F00 Satinice 4mm 2030x3050mm DC Crystal,PMMA leht 4x2030x3050 (PMMA4/0F00)
10001044,PMMA,leht,5,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT,PMMA leht 5x2050x3050 (10001044)
10001047,PMMA,leht,5,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT must 9N870,PMMA leht 5x2050x3050 must (10001047)
10001050,PMMA,leht,5,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT opaal 30% WN070,PMMA leht 5x2050x3050 (10001050)
10001202,PMMA,leht,5,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT opaal 30% WN070,PMMA leht 5x2050x3050 (10001202)
10001203,PMMA,leht,5,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT opaal 1% WN297,PMMA leht 5x2050x3050 (10001203)
10001206,PMMA,leht,5,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT opaal 31% WN770,PMMA leht 5x2050x3050 (10001206)
10003363,PMMA,leht,5,,,,2050,3050,valge,,PMMA,M2,1,Ei,PMMA 05x2050x3050mm XT valge 22% WN070/071,PMMA leht 5x2050x3050 valge (10003363)
10006508,PMMA,leht,5,,,,2030,3050,hall,,PMMA,M2,1,Ei,PMMA 05x2030x3050mm GS hall 21% 7C83,PMMA leht 5x2030x3050 hall (10006508)
400614,PMMA,leht,5,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA leht XT 9N870 5mm 2050x3050 mm must,PMMA leht 5x2050x3050 must (400614)
10001045,PMMA,leht,6,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 06x2050x3050mm XT,PMMA leht 6x2050x3050 (10001045)
10001510,PMMA,leht,6,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 06x2030x3050mm GS opaal 44% WH02,PMMA leht 6x2030x3050 (10001510)
10002049,PMMA,leht,6,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 06x2030x3050mm Satinice 9H02 DC Graphit,PMMA leht 6x2030x3050 (10002049)
10001046,PMMA,leht,8,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 08x2050x3050mm XT,PMMA leht 8x2050x3050 (10001046)
10001053,PMMA,leht,8,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 08x2050x3050mm XT opaal 45% WN770,PMMA leht 8x2050x3050 (10001053)
10002006,PMMA,leht,8,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA 08x2050x3050mm XL 0E012 kirgas LED,PMMA leht 8x2050x3050 kirgas (10002006)
10002033,PMMA,leht,8,,,,2030,3050,hall,,PMMA,M2,1,Ei,PMMA 08x2030x3050mm GS hall 21% 7C83,PMMA leht 8x2030x3050 hall (10002033)
10002178,PMMA,leht,8,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 08x2050x3050mm XT opaal 20% WN770,PMMA leht 8x2050x3050 (10002178)
10003130,PMMA,leht,8,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA 08x2050x3050mm XT must 9N870,PMMA leht 8x2050x3050 must (10003130)
400267,PMMA,leht,8,,,,,,,,PMMA,M2,1,Ei,Klaastekstoliit leht 8mm,PMMA leht 8 (400267)
PMMA8MUST,PMMA,leht,8,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA leht XT 9N870 8mm x2050x3050mm,PMMA leht 8x2050x3050 (PMMA8MUST)
10001198,PMMA,leht,10,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 10x2050x3050mm XT,PMMA leht 10x2050x3050 (10001198)
10002014,PMMA,leht,10,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 10x2030x3050mm GS opaal 44% WH02,PMMA leht 10x2030x3050 (10002014)
10003673,PMMA,leht,10,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA 10x2050x3050mm XXL 0E013 kirgas LED,PMMA leht 10x2050x3050 kirgas (10003673)
10004004,PMMA,leht,10,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 10x2050x3050mm GS,PMMA leht 10x2050x3050 (10004004)
10004386,PMMA,leht,10,,,,2030,3050,pruun,,PMMA,M2,1,Ei,PMMA 10x2030x3050mm GS pruun 7C22,PMMA leht 10x2030x3050 pruun (10004386)
10007191,PMMA,leht,10,,,,2050,3050,must,,PMMA,M2,1,Ei,PMMA10x2050x3050mm XT must 9N870,PMMA leht 10x2050x3050 must (10007191)
10015094,PMMA,leht,10,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 10x2030x3050mm GS opaal 3% WH01,PMMA leht 10x2030x3050 (10015094)
400050,PMMA,leht,10,,,,,,,,PMMA,M2,1,Ei,PMMA 10 mm,PMMA leht 10 (400050)
400299,PMMA,leht,10,,,,2030,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht GS kirgas 10x2030x3050 mm,PMMA leht 10x2030x3050 kirgas (400299)
400646,PMMA,leht,10,,,,,,,,PMMA,M2,1,Ei,PMMA leht GS WH02 10mm opaal 44%,PMMA leht 10 (400646)
PMMA10,PMMA,leht,10,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht XT kirgas 10mm 2050x3050mm,PMMA leht 10x2050x3050 kirgas (PMMA10)
PMMA10GS,PMMA,leht,10,,,,2030,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht GS kirgas 10mm 2030x3050mm,PMMA leht 10x2030x3050 kirgas (PMMA10GS)
10001564,PMMA,leht,12,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 12x2050x3050mm XT,PMMA leht 12x2050x3050 (10001564)
PMMA12,PMMA,leht,12,,,,2050,3050,kirgas,,PMMA,M2,1,Ei,PMMA leht XT kirgas 12mm 2050x3050mm,PMMA leht 12x2050x3050 kirgas (PMMA12)
10001199,PMMA,leht,15,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 15x2050x3050mm XT,PMMA leht 15x2050x3050 (10001199)
10001200,PMMA,leht,20,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 20x2050x3050mm XT,PMMA leht 20x2050x3050 (10001200)
10013402,PMMA,leht,20,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 20x2050x3050mm GS 0F00 KI,PMMA leht 20x2050x3050 (10013402)
10003324,PMMA,leht,25,,,,2050,3050,,,PMMA,M2,1,Ei,PMMA 25x2050x3050mm XT,PMMA leht 25x2050x3050 (10003324)
10003557,PMMA,leht,30,,,,2030,3050,,,PMMA,M2,1,Ei,PMMA 30x2030x3050mm XT,PMMA leht 30x2030x3050 (10003557)
10004022,PMMA,leht,40,,,,1290,2020,,,PMMA,M2,1,Ei,PMMA 40x1290x2020mm,PMMA leht 40x1290x2020 (10004022)
400634,PMMA,leht,40,,,,1000,2000,,,PMMA,M2,1,Ei,PETP leht 40x1000x2000 mm,PMMA leht 40x1000x2000 (400634)
10004023,PMMA,leht,70,,,,1275,2000,,,PMMA,M2,1,Ei,PMMA 70x1275x2000mm,PMMA leht 70x1275x2000 (10004023)
400300,PMMA,leht,1020,,,,,2040,,,PMMA,M2,1,Ei,Pabertekstoliit leht 15mmx1020x2040mm,PMMA leht 1020x2040 (400300)
400301,PMMA,leht,1020,,,,,2040,,,PMMA,M2,1,Ei,Pabertekstoliit leht 20mmx1020x2040mm,PMMA leht 1020x2040 (400301)
400542,PMMA,leht,1050,,,,,2450,,,PMMA,M2,1,Ei,Klaastekstoliit leht 10mmx1050x2450mm,PMMA leht 1050x2450 (400542)
10001926,PMMA,leht,,,,,,,,,PMMA,M2,1,Ei,*,PMMA leht (10001926)
10002795,PMMA,leht,,,,,,,,,PMMA,M2,1,Ei,*,PMMA leht (10002795)
10009519,PMMA,muu,2,,,,100,100,,,PMMA,TK,1,Ei,PMMA 02x100x100 mm XT opaal 38% WN071,PMMA muu 100 (10009519)
700210,PMMA,muu,3,,,,,,,,PMMA,TK,1,Ei,PMMA detailid 3mm KI,PMMA muu (700210)
PLASTENAPMMA3,PMMA,muu,3,,,,,,,,PMMA,KMPL,1,Ei,PMMA 3mm detailide kmpl.,PMMA muu (PLASTENAPMMA3)
10009520,PMMA,muu,4,,,,100,100,,,PMMA,TK,1,Ei,PMMA 04x100x100 mm XT opaal 26% WN071,PMMA muu 100 (10009520)
700078,PMMA,muu,4,,,,,,,,PMMA,KMPL,1,Ei,4mm pleksiklaasist ketaste laserl??ikus,PMMA muu (700078)
700079,PMMA,muu,4,,,,,,,,PMMA,KMPL,1,Ei,4mm pleksiklaasist ristk??lik laserl??ikus,PMMA muu (700079)
700158,PMMA,muu,4,,,,,,,,PMMA,KMPL,1,Ei,PMMA 4mm painutatud plaadid/38+2tk,PMMA muu (700158)
PLASTENAPMMA4,PMMA,muu,4,,,,,,,,PMMA,KMPL,1,Ei,PMMA 4mm detailide kmpl.,PMMA muu (PLASTENAPMMA4)
10011943,PMMA,muu,5,,,,2050,3050,,,PMMA,KMPL,1,Ei,PMMA 05x2050x3050mm XT erinevad mõõdud,PMMA muu 3050 (10011943)
700082,PMMA,muu,5,,,,,,,,PMMA,TK,1,Ei,Laserl??ikus 5mm pleksiklaas,PMMA muu (700082)
700140,PMMA,muu,5,,,,2870,1820,,,PMMA,TK,1,Ei,Akr????l 5x2870x1820mm vastavalt joonisele,PMMA muu 1820 (700140)
700211,PMMA,muu,5,,,,,,,,PMMA,TK,1,Ei,PMMA detailid 5mm KI,PMMA muu (700211)
10009292,PMMA,muu,6,,,,,,,,PMMA,TK,1,Ei,PMMA 06mm painutatud vast.joonisele,PMMA muu (10009292)
700088,PMMA,muu,6,,,,,,,,PMMA,KMPL,1,Ei,6mm ki detailid 1+1 tk.,PMMA muu (700088)
700114,PMMA,muu,6,,,,,,,,PMMA,KMPL,1,Ei,6mm KI detailid 2tk,PMMA muu (700114)
T03078,PMMA,muu,6,,,,830,960,,,PMMA,TK,1,Ei,PMMA leht 06x830x960mm,PMMA muu 960 (T03078)
700250,PMMA,muu,8,,,,,,,,PMMA,KMPL,1,Ei,PMMA 8mm plaadid,PMMA muu (700250)
10004975,PMMA,muu,20,,,,62,253,,,PMMA,TK,1,Ei,PMMA 20x62x253mm det.vast.joonisele,PMMA muu 253 (10004975)
700058,PMMA,muu,20,,,,,,,,PMMA,KMPL,1,Ei,20 mm akr????l lehe freesimine,PMMA muu (700058)
10003976,PMMA,muu,65,,,,,,,,PMMA,TK,1,Ei,PMMA GS D130 L65mm toorikud lõigatuna,PMMA muu (10003976)
10003333,PMMA,muu,110,,,,120,150,,,PMMA,TK,1,Ei,PMMA 110x120x150mm KI lõõmutatud,PMMA muu 150 (10003333)
10003770,PMMA,muu,114,,,,120,150,,,PMMA,TK,1,Ei,PMMA 114x120x150mm KI lõõmutatud,PMMA muu 150 (10003770)
700060,PMMA,muu,145,,,,,,,,PMMA,TK,1,Ei,PMMA ketas 10xD145 mm avadega,PMMA muu (700060)
10007955,PMMA,muu,200,,,,,,,UV,PMMA,TK,1,Ei,"PMMA 110xD200mm UV lõõmutatud,optiliselt puhas,poleerimata",PMMA muu UV (10007955)
10007956,PMMA,muu,200,,,,,,,UV,PMMA,TK,1,Ei,"PMMA 100xD200mm UV lõõmutatud,optiliselt puhas,poleerimata",PMMA muu UV (10007956)
10010912,PMMA,muu,200,,,,,,,UV,PMMA,TK,1,Ei,"PMMA 120xD200mm KI UV lõõmutatud,poleerimata",PMMA muu UV (10010912)
400698,PMMA,muu,235,,,,265,200,,,PMMA,TK,1,Ei,PMMA kast 245x275x205/235x265x200mm,PMMA muu 200 (400698)
700244,PMMA,muu,250,,,,,370,,,PMMA,TK,1,Ei,Tekstoliitdetail 40mmx250x370mm,PMMA muu 370 (700244)
400280,PMMA,muu,445,,,,,468,,,PMMA,TK,1,Ei,PMMA leht 3mmx445x468mm opaal 45%,PMMA muu 468 (400280)
PMMA3/1,PMMA,muu,445,,,,,468,kirgas,,PMMA,TK,1,Ei,PMMA leht XT WN770 kirgas 3mmx445x468mm,PMMA muu 468 kirgas (PMMA3/1)
400328,PMMA,muu,573,,,,,445,,,PMMA,TK,1,Ei,PMMA detailid 8mmx573x445mm,PMMA muu 445 (400328)
400045,PMMA,muu,597,,,,,995,,,PMMA,TK,1,Ei,Tekstoliitleht 10mmx597x995 mm,PMMA muu 995 (400045)
400510,PMMA,muu,890,,,,,1040,,,PMMA,KMPL,1,Ei,PMMA 6mm 890x1040mm 3tk,PMMA muu 1040 (400510)
PLASTENAPMMA6,PMMA,muu,890,,,,,1040,,,PMMA,KMPL,1,Ei,PMMA 6mm 890x1040mm 3tk,PMMA muu 1040 (PLASTENAPMMA6)
PLATENAPMMA10,PMMA,muu,1000,,,,,1000,,,PMMA,KMPL,1,Ei,PMMA 10mmx1000x1000mm 2tk,PMMA muu 1000 (PLATENAPMMA10)
400175,PMMA,muu,1001,,,,,833,kirgas,,PMMA,TK,1,Ei,PMMA leht XT kirgas 06mmx1001x833mm,PMMA muu 833 kirgas (400175)
400449,PMMA,muu,2050,,,,,3050,valge,,PMMA,KMPL,1,Ei,PMMA leht XT WN670 3mm valge 78% 2050x3050mm,PMMA muu 3050 valge (400449)
10001851,PMMA,muu,,,,,,,,,PMMA,TK,1,Ei,Detailide painutamine (PMMA),PMMA muu (10001851)
10003576,PMMA,muu,,,,,,,,,PMMA,TK,1,Ei,PMMA näidised,PMMA muu (10003576)
400695,PMMA,muu,,,,,,,,,PMMA,TK,1,Ei,Tekstoliitleht /130430,PMMA muu (400695)
700083,PMMA,muu,,,,,,,,,PMMA,TK,1,Ei,Pleksiklaasi painutamine,PMMA muu (700083)
700129,PMMA,muu,,,,,,,,,PMMA,TK,1,Ei,Pleksiklaas CC 00194.502,PMMA muu (700129)
700130,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,Akr????ldetailide kmpl.,PMMA muu (700130)
700149,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,PMMA plaatide t????tlus vast.joonisele 34tk.,PMMA muu (700149)
700166,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,Aukude freesimine,PMMA muu (700166)
700236,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,Pleksiklaasi l??ikamine,PMMA muu (700236)
700270,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,Pleksiklaasi laserl??ikus,PMMA muu (700270)
700461,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,PMMA detailide kml.,PMMA muu (700461)
PLAS119,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,Raamid,PMMA muu (PLAS119)
PLASTENAPMMA3/1,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,"""PMMA 3mmx220x7503tk;200x700 3tk.""",PMMA muu (PLASTENAPMMA3/1)
PLASTENAPMMA3/2,PMMA,muu,,,,,,,,,PMMA,KMPL,1,Ei,"""PMMA 3mmx350x7003tk;350x900 1tk.""",PMMA muu (PLASTENAPMMA3/2)
10001058,PMMA,toru,12,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 16/12x2000mm XT KI,PMMA toru 2000 (10001058)
10001209,PMMA,toru,16,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 14/16x2000 mm,PMMA toru 2000 (10001209)
10001359,PMMA,toru,19,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 25/19x2000mm KI,PMMA toru 2000 (10001359)
10003984,PMMA,toru,24,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 30/24x2000mm XT,PMMA toru 2000 (10003984)
10001057,PMMA,toru,26,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 30/26x2000mm XT,PMMA toru 2000 (10001057)
10003090,PMMA,toru,50,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 60/50x2000mm XT,PMMA toru 2000 (10003090)
700141,PMMA,toru,56,,,,,,,,PMMA,TK,1,Ei,Toru 60/56mm,PMMA toru (700141)
10001207,PMMA,toru,94,,,,,2000,,,PMMA,TK,1,Ei,PMMA toru 100/94x2000 mm/tk kaup,PMMA toru 2000 (10001207)
10015727,PMMA,toru,94,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 100/94x2000 mm XT,PMMA toru 2000 (10015727)
10002935,PMMA,toru,104,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 110/104x2000mm XT,PMMA toru 2000 (10002935)
10001056,PMMA,toru,110,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 120/110x2000mm XT,PMMA toru 2000 (10001056)
10001208,PMMA,toru,120,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 130/120x2000mm KI,PMMA toru 2000 (10001208)
10001210,PMMA,toru,140,,,,,2050,,,PMMA,M,1,Ei,PMMA toru 150/140x2050mm KI,PMMA toru 2050 (10001210)
10004217,PMMA,toru,190,,,,,2000,,,PMMA,M,1,Ei,PMMA toru 200/190x2000mm XT,PMMA toru 2000 (10004217)
10004013,PMMA,ümar,,15,,,,2000,,,PMMA,M,1,Ei,PMMA ümar 15x2000mm KI XT,PMMA ümar D15xL2000 (10004013)
10001211,PMMA,ümar,,20,,,,2000,,,PMMA,M,1,Ei,PMMA ümar 20x2000mm KI XT,PMMA ümar D20xL2000 (10001211)
10001211/1,PMMA,ümar,,20,,,,2000,,,PMMA,M,1,Jah,PMMA ümar 20x2000mm KI XT jäägid(mõõdud märkmetes),PMMA ümar D20xL2000 (10001211/1)
10010472,PMMA,ümar,,30,,,,2000,,,PMMA,M,1,Ei,PMMA ümar 30x2000mm KI XT,PMMA ümar D30xL2000 (10010472)
10003172,PMMA,ümar,,50,,,,1000,,,PMMA,M,1,Ei,PMMA ümar 50x1000mm KI GS,PMMA ümar D50xL1000 (10003172)
10002629,PMMA,ümar,,100,,,,1000/2000,,,PMMA,M,1,Ei,PMMA ümar 100x1000/2000mm KI,PMMA ümar D100xL1000/2000 (10002629)
10001958,PMMA,ümar,,130,,,,1000,,,PMMA,M,1,Ei,PMMA ümar 130x1000mm,PMMA ümar D130xL1000 (10001958)
10016257,PMMA,ümar,,130,,,,65,,,PMMA,TK,1,Ei,PMMA ümar 130x65mm ekstra lõõmutatud,PMMA ümar D130xL65 (10016257)
10013453,POM,leht,1,,,,1000,2000,natural,,POM,M2,1,Ei,POM-C 01x1000x2000mm natural,POM leht 1x1000x2000 natural (10013453)
10013454,POM,leht,1.5,,,,1000,2000,natural,,POM,M2,1,Ei,"POM-C 1,5x1000x2000mm natural",POM leht 1.5x1000x2000 natural (10013454)
